	  ID		  PRINCIPAL_INVESTIGATOR	 ORGANIZATION		       EXPERIMENT	 1st_DATE  1st_LAT  1st_LON 	 END_DATE  END_LAT  END_LON	 TYPE	 FILENAME
    20010014	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2005-07-13  5.949  -50.069	2009-02-24  -0.161  -40.773	SOFAR	ta14.nc
    20010015	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2005-06-28  -0.033  -31.868	2008-02-12  -5.078  -34.541	SOFAR	ta15.nc
    20010016	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2005-07-02  0.035  -43.902	2008-07-01  -5.320  -12.046	SOFAR	ta16.nc
  2001001701	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2005-07-23  11.222  -23.182	2008-12-22  19.322  -17.670	SOFAR	ta17a.nc
  2001001702	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2009-02-19  22.572  -18.806	2009-10-23  23.284  -24.282	SOFAR	ta17b.nc
    20010018	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2005-07-22  11.159  -31.643	2009-02-21  11.892  -53.926	SOFAR	ta18.nc
  2001001901	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2005-07-17  11.108  -40.361	2007-03-29  5.432  -25.832	SOFAR	ta19a.nc
  2001001902	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2007-04-17  6.371  -25.859	2008-10-20  9.568  -24.219	SOFAR	ta19b.nc
  2001002001	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2005-07-14  7.517  -48.731	2007-10-26  6.636  -48.610	SOFAR	ta20a.nc
  2001002002	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2007-11-07  6.205  -48.670	2008-07-09  7.489  -48.084	SOFAR	ta20b.nc
  2001002003	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2008-08-11  7.727  -48.215	2008-10-08  9.634  -45.314	SOFAR	ta20c.nc
    20010021	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2005-07-14  5.853  -50.505	2007-03-03  5.742  -48.956	SOFAR	ta21.nc
    20010022	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2005-07-14  6.506  -49.630	2008-10-25  9.849  -56.514	SOFAR	ta22.nc
    20010023	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2005-07-13  6.042  -50.236	2007-07-18  9.479  -57.892	SOFAR	ta23.nc
    20010024	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2005-06-30  0.099  -31.339	2009-02-21  -0.885  -10.812	SOFAR	ta24.nc
    20010025	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2005-07-13  5.552  -50.668	2007-09-13  -2.457  -37.203	SOFAR	ta25.nc
    20010026	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2005-07-15  9.301  -47.774	2009-02-24  7.341  -35.305	SOFAR	ta26.nc
  2001002801	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2005-06-30  0.058  -39.221	2006-09-25  12.186  -61.192	SOFAR	ta28a.nc
  2001002802	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2009-05-30  34.060  -28.691	2009-10-17  29.289  -25.486	SOFAR	ta28b.nc
  2001003001	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2005-07-04  0.245  -38.955	2007-02-28  -4.589  -34.658	SOFAR	ta30a.nc
  2001003002	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2007-05-19  -7.076  -31.691	2007-12-22  -6.904  -33.152	SOFAR	ta30b.nc
  2001003003	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2008-03-07  -9.468  -31.557	2009-02-21  -10.148  -24.898	SOFAR	ta30c.nc
    20010031	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2005-07-01  0.089  -42.028	2009-02-24  -1.181  -29.779	SOFAR	ta31.nc
    20010034	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2005-06-30  -0.143  -35.404	2005-12-28  -3.668  -19.406	SOFAR	ta34.nc
  2001003501	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2005-06-29  -0.025  -34.254	2006-08-24  -0.772  -34.692	SOFAR	ta35a.nc
  2001003502	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2006-09-14  0.275  -35.098	2007-04-02  0.316  -32.949	SOFAR	ta35b.nc
  2001003503	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2007-05-02  0.053  -33.607	2008-01-27  0.088  -39.067	SOFAR	ta35c.nc
  2001003504	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2008-02-08  0.078  -39.338	2009-02-14  1.498  -33.514	SOFAR	ta35d.nc
  2001003601	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2005-07-14  7.997  -48.655	2006-03-05  9.235  -51.045	SOFAR	ta36a.nc
  2001003602	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2008-03-06  4.993  -48.359	2008-05-15  6.282  -48.549	SOFAR	ta36b.nc
    20010038	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2005-06-29  -0.017  -31.789	2006-10-24  -1.462  -34.180	SOFAR	ta38.nc
    20010039	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2005-07-14  6.689  -49.559	2006-05-10  5.519  -46.191	SOFAR	ta39.nc
  2001004001	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2005-07-14  7.061  -49.262	2006-07-19  8.814  -45.823	SOFAR	ta40a.nc
  2001004002	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2007-09-02  10.355  -47.828	2008-07-23  10.483  -44.784	SOFAR	ta40b.nc
    20010042	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2005-07-13  6.267  -49.877	2006-03-26  7.819  -50.926	SOFAR	ta42.nc
  2001004401	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2005-07-19  11.228  -40.312	2005-10-25  11.150  -41.152	SOFAR	ta44a.nc
  2001004402	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2007-09-02  9.419  -48.021	2008-02-09  9.061  -47.248	SOFAR	ta44b.nc
    20010045	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2005-06-29  0.091  -36.932	2006-03-22  -1.128  -36.712	SOFAR	ta45.nc
 20011900145	                     R.W.Schmitt	      WHOI	  ACCE Tropical Atlantic	2013-12-19  5.956  -11.278	2014-05-08  6.074  -11.363	PALACE	tas145.nc
 20011900146	                     R.W.Schmitt	      WHOI	  ACCE Tropical Atlantic	2013-12-18  5.009  -15.276	2017-06-05  5.308  4.848	PALACE	tas146.nc
 20011900147	                     R.W.Schmitt	      WHOI	  ACCE Tropical Atlantic	2013-12-13  6.013  -31.979	2015-09-07  5.168  -32.145	PALACE	tas147.nc
 20011900148	                     R.W.Schmitt	      WHOI	  ACCE Tropical Atlantic	2013-12-15  6.000  -27.983	2017-06-01  6.476  -16.634	PALACE	tas148.nc
 20011900149	                     R.W.Schmitt	      WHOI	  ACCE Tropical Atlantic	2013-12-10  6.013  -43.994	2017-05-29  8.053  -37.323	PALACE	tas149.nc
 20011900150	                     R.W.Schmitt	      WHOI	  ACCE Tropical Atlantic	2013-12-09  5.992  -48.211	2017-05-27  6.366  -31.117	PALACE	tas150.nc
 20011900151	                     R.W.Schmitt	      WHOI	  ACCE Tropical Atlantic	2013-12-17  6.007  -18.992	2017-06-04  4.670  3.995	PALACE	tas151.nc
 20011900153	                     R.W.Schmitt	      WHOI	  ACCE Tropical Atlantic	2013-12-16  5.986  -23.495	2017-06-03  7.228  -18.287	PALACE	tas153.nc
 20011900154	                     R.W.Schmitt	      WHOI	  ACCE Tropical Atlantic	2013-12-26  6.011  -35.978	2017-05-31  10.632  -51.626	PALACE	tas154.nc
 20011900155	                     R.W.Schmitt	      WHOI	  ACCE Tropical Atlantic	2013-12-11  6.009  -39.979	2017-05-29  -0.372  -28.964	PALACE	tas155.nc
 20011900200	                     R.W.Schmitt	      WHOI	  ACCE Tropical Atlantic	2015-03-19  11.006  -54.352	2017-06-01  19.693  -55.558	PALACE	tas200.nc
 20011900212	                     R.W.Schmitt	      WHOI	  ACCE Tropical Atlantic	2015-04-05  16.006  -48.203	2015-09-28  17.970  -49.586	PALACE	tas212.nc
 20011900213	                     R.W.Schmitt	      WHOI	  ACCE Tropical Atlantic	2015-03-21  11.020  -48.225	2017-06-02  17.376  -83.361	PALACE	tas213.nc
 20011900214	                     R.W.Schmitt	      WHOI	  ACCE Tropical Atlantic	2015-03-25  11.010  -31.957	2017-05-27  9.442  -42.885	PALACE	tas214.nc
 20011900215	                     R.W.Schmitt	      WHOI	  ACCE Tropical Atlantic	2015-04-07  13.514  -51.223	2017-05-30  16.140  -66.905	PALACE	tas215.nc
 20011900216	                     R.W.Schmitt	      WHOI	  ACCE Tropical Atlantic	2015-04-06  16.009  -52.293	2017-05-30  14.348  -58.311	PALACE	tas216.nc
 20011900217	                     R.W.Schmitt	      WHOI	  ACCE Tropical Atlantic	2015-04-05  16.017  -50.257	2017-05-29  17.507  -58.026	PALACE	tas217.nc
 20011900218	                     R.W.Schmitt	      WHOI	  ACCE Tropical Atlantic	2015-03-31  16.008  -31.992	2016-07-05  16.357  -33.886	PALACE	tas218.nc
 20011900219	                     R.W.Schmitt	      WHOI	  ACCE Tropical Atlantic	2015-04-04  16.017  -46.111	2017-05-28  20.049  -53.705	PALACE	tas219.nc
 20011900220	                     R.W.Schmitt	      WHOI	  ACCE Tropical Atlantic	2015-03-24  11.027  -35.977	2017-06-05  8.736  -58.579	PALACE	tas220.nc
 20011900221	                     R.W.Schmitt	      WHOI	  ACCE Tropical Atlantic	2015-04-02  13.514  -35.993	2017-06-04  16.513  -46.515	PALACE	tas221.nc
 20011900222	                     R.W.Schmitt	      WHOI	  ACCE Tropical Atlantic	2015-03-20  11.016  -52.303	2017-06-01  16.993  -48.414	PALACE	tas222.nc
 20011900223	                     R.W.Schmitt	      WHOI	  ACCE Tropical Atlantic	2015-04-09  16.007  -56.407	2017-06-01  14.988  -59.372	PALACE	tas223.nc
 20011900224	                     R.W.Schmitt	      WHOI	  ACCE Tropical Atlantic	2015-04-01  13.506  -31.992	2017-06-03  9.910  -40.198	PALACE	tas224.nc
 20011900225	                     R.W.Schmitt	      WHOI	  ACCE Tropical Atlantic	2015-03-27  11.009  -24.326	2017-05-29  10.934  -30.803	PALACE	tas225.nc
 20011900226	                     R.W.Schmitt	      WHOI	  ACCE Tropical Atlantic	2015-03-30  13.485  -28.815	2017-06-01  13.675  -47.357	PALACE	tas226.nc
 20011900227	                     R.W.Schmitt	      WHOI	  ACCE Tropical Atlantic	2015-04-04  16.014  -43.997	2017-05-27  25.564  -60.321	PALACE	tas227.nc
 20011900228	                     R.W.Schmitt	      WHOI	  ACCE Tropical Atlantic	2015-04-08  16.015  -54.347	2017-06-01  20.574  -57.215	PALACE	tas228.nc
 20011900229	                     R.W.Schmitt	      WHOI	  ACCE Tropical Atlantic	2015-03-28  10.994  -19.918	2017-05-30  14.549  -24.109	PALACE	tas229.nc
 20011900230	                     R.W.Schmitt	      WHOI	  ACCE Tropical Atlantic	2015-03-30  16.016  -28.753	2017-06-02  18.922  -41.492	PALACE	tas230.nc
 20011900231	                     R.W.Schmitt	      WHOI	  ACCE Tropical Atlantic	2015-04-08  13.520  -55.386	2017-05-31  14.991  -71.840	PALACE	tas231.nc
 20011900232	                     R.W.Schmitt	      WHOI	  ACCE Tropical Atlantic	2015-04-03  16.009  -40.006	2017-06-05  20.176  -52.446	PALACE	tas232.nc
 20011900233	                     R.W.Schmitt	      WHOI	  ACCE Tropical Atlantic	2015-04-07  13.518  -53.313	2017-05-30  13.411  -76.627	PALACE	tas233.nc
 20011900234	                     R.W.Schmitt	      WHOI	  ACCE Tropical Atlantic	2015-03-19  11.010  -50.272	2015-10-07  4.748  -50.001	PALACE	tas234.nc
 20011900235	                     R.W.Schmitt	      WHOI	  ACCE Tropical Atlantic	2015-04-02  16.000  -35.988	2017-06-04  17.193  -47.632	PALACE	tas235.nc
 20011900236	                     R.W.Schmitt	      WHOI	  ACCE Tropical Atlantic	2015-03-21  11.002  -46.087	2017-06-03  13.920  -57.857	PALACE	tas236.nc
 20011900237	                     R.W.Schmitt	      WHOI	  ACCE Tropical Atlantic	2015-03-26  11.000  -28.771	2017-05-28  10.522  -32.482	PALACE	tas237.nc
 20011900238	                     R.W.Schmitt	      WHOI	  ACCE Tropical Atlantic	2015-03-23  11.012  -39.995	2017-06-05  6.363  -11.555	PALACE	tas238.nc
 20011900239	                     R.W.Schmitt	      WHOI	  ACCE Tropical Atlantic	2015-03-22  11.011  -43.983	2017-06-04  17.295  -68.431	PALACE	tas239.nc
 20011900240	                     R.W.Schmitt	      WHOI	  ACCE Tropical Atlantic	2015-03-19  11.007  -56.411	2015-12-15  15.291  -60.337	PALACE	tas240.nc
    20020012	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2005-07-15  11.197  -46.306	2005-12-17  7.298  -44.820	Bobber SOFAR	tb12.nc
    20020062	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2005-07-01  0.184  -40.774	2006-01-30  1.422  -42.584	Bobber SOFAR	tb62.nc
    20020063	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2005-07-01  0.140  -40.759	2007-06-08  10.269  -48.376	Bobber SOFAR	tb63.nc
    20020081	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2005-07-15  11.189  -46.299	2006-06-04  9.940  -59.604	Bobber SOFAR	tb81.nc
   201600171	                          W.Zenk	       IFM	                  TROPAC	2013-04-03  11.558  145.189	2013-07-18  11.460  146.058	RAFOS	tp171.nc
   201600172	                          W.Zenk	       IFM	                  TROPAC	2013-04-04  11.873  144.612	2014-08-06  12.695  156.004	RAFOS	tp172.nc
   201600174	                          W.Zenk	       IFM	                  TROPAC	2013-04-02  13.857  145.504	2014-01-22  11.870  157.708	RAFOS	tp174.nc
   201600175	                          W.Zenk	       IFM	                  TROPAC	2013-04-20  -0.690  149.592	2014-08-05  6.921  128.699	RAFOS	tp175.nc
   201600187	                          W.Zenk	       IFM	                  TROPAC	2013-11-18  -3.028  144.756	2014-03-10  -0.592  135.168	RAFOS	tp187.nc
   201600188	                          W.Zenk	       IFM	                  TROPAC	2013-10-31  -2.324  144.269	2014-04-03  0.368  131.395	RAFOS	tp188.nc
   201600189	                          W.Zenk	       IFM	                  TROPAC	2013-04-22  -3.173  142.872	2014-02-23  1.513  135.858	RAFOS	tp189.nc
   201600190	                          W.Zenk	       IFM	                  TROPAC	2013-04-30  -2.772  143.041	2014-08-11  3.237  132.076	RAFOS	tp190.nc
   201600191	                          W.Zenk	       IFM	                  TROPAC	2013-04-21  -0.917  143.045	2014-10-08  3.628  135.891	RAFOS	tp191.nc
   201600192	                          W.Zenk	       IFM	                  TROPAC	2013-04-21  -0.022  142.737	2014-07-13  4.256  134.344	RAFOS	tp192.nc
   201600193	                          W.Zenk	       IFM	                  TROPAC	2013-07-28  1.186  145.337	2014-06-02  1.002  164.403	RAFOS	tp193.nc
   201600194	                          W.Zenk	       IFM	                  TROPAC	2013-05-09  4.005  142.564	2014-10-07  4.397  134.982	RAFOS	tp194.nc
   201600197	                          W.Zenk	       IFM	                  TROPAC	2013-09-30  5.692  136.763	2014-07-12  8.146  131.022	RAFOS	tp197.nc
   201600198	                          W.Zenk	       IFM	                  TROPAC	2015-05-09  7.218  137.019	2016-10-03  5.679  147.961	RAFOS	tp198.nc
201607000201	                    M.Ollitrault	   IFREMER	                TOPOGULF	1999-12-11  35.900  -39.607	2001-01-14  35.491  -48.013	SOFAR	tpg02a.nc
201607000202	                    M.Ollitrault	   IFREMER	                TOPOGULF	2001-01-15  35.439  -48.088	2004-11-17  24.638  -31.781	SOFAR	tpg02b.nc
201607000301	                    M.Ollitrault	   IFREMER	                TOPOGULF	1999-12-12  35.701  -39.675	2002-02-24  35.986  -44.135	SOFAR	tpg03a.nc
201607000302	                    M.Ollitrault	   IFREMER	                TOPOGULF	2003-03-07  40.064  -56.273	2004-01-21  38.465  -52.137	SOFAR	tpg03b.nc
201607000401	                    M.Ollitrault	   IFREMER	                TOPOGULF	1999-12-10  35.981  -40.270	2000-07-15  34.386  -37.458	SOFAR	tpg04a.nc
201607000402	                    M.Ollitrault	   IFREMER	                TOPOGULF	2000-08-02  34.862  -36.132	2004-11-17  35.542  -23.028	SOFAR	tpg04b.nc
  2016070005	                    M.Ollitrault	   IFREMER	                TOPOGULF	1999-12-10  35.741  -39.938	2003-02-17  44.812  -44.798	SOFAR	tpg05.nc
  2016070006	                    M.Ollitrault	   IFREMER	                TOPOGULF	1999-12-10  35.805  -39.979	2002-02-05  32.859  -67.081	SOFAR	tpg06.nc
201607000801	                    M.Ollitrault	   IFREMER	                TOPOGULF	1999-12-10  36.013  -40.074	2002-01-30  34.189  -54.311	SOFAR	tpg08a.nc
201607000802	                    M.Ollitrault	   IFREMER	                TOPOGULF	2004-01-25  37.224  -59.722	2005-05-30  37.412  -57.035	SOFAR	tpg08b.nc
  2016070009	                    M.Ollitrault	   IFREMER	                TOPOGULF	1999-12-10  35.971  -39.802	2002-02-05  30.799  -67.402	SOFAR	tpg09.nc
  2016070012	                    M.Ollitrault	   IFREMER	                TOPOGULF	1999-12-09  36.012  -39.658	2003-06-14  38.819  -50.810	SOFAR	tpg12.nc
201607001301	                    M.Ollitrault	   IFREMER	                TOPOGULF	1999-12-10  36.067  -39.328	2002-02-01  35.929  -65.066	SOFAR	tpg13a.nc
